sleep time resolution: 11.04 ms.
### TRAIN ###
1332208198.399103 1332208199.059673 243 1
1332208198.399549 1332208199.060130 244 1
1332208198.399995 1332208199.060588 245 1
1332208198.400441 1332208199.061136 246 1
1332208198.400887 1332208199.061831 247 1
1332208198.401334 1332208199.061896 248 1
1332208198.401780 1332208199.062386 249 1
1332208198.402226 1332208199.062941 250 1
1332208198.402672 1332208199.063564 251 1
1332208198.403118 1332208199.063653 252 1
1332208198.403565 1332208199.064179 253 1
1332208198.404011 1332208199.069414 254 1
1332208198.404458 1332208199.069451 255 1
1332208198.404904 1332208199.070187 256 1
1332208198.405350 1332208199.070223 257 1
1332208198.405796 1332208199.070509 258 1
1332208198.406242 1332208199.070553 259 1
1332208198.406688 1332208199.070905 260 1
1332208198.407134 1332208199.070941 261 1
1332208198.407580 1332208199.071204 262 1
1332208198.408027 1332208199.071369 263 1
1332208198.408473 1332208199.071866 264 1
1332208198.408919 1332208199.072033 265 1
1332208198.409365 1332208199.072231 266 1
1332208198.409812 1332208199.072394 267 1
1332208198.410258 1332208199.072577 268 1
1332208198.410704 1332208199.072768 269 1
1332208198.411151 1332208199.072937 270 1
1332208198.411598 1332208199.073132 271 1
1332208198.412045 1332208199.073677 272 1
1332208198.412491 1332208199.073802 273 1
1332208198.412938 1332208199.073929 274 1
1332208198.413385 1332208199.074105 275 1
1332208198.413832 1332208199.074896 276 1
1332208198.414279 1332208199.075142 277 1
1332208198.414726 1332208199.075460 278 1
1332208198.415173 1332208199.075528 279 1
1332208198.415620 1332208199.076140 280 1
1332208198.416067 1332208199.076632 281 1
1332208198.416513 1332208199.076671 282 1
1332208198.416960 1332208199.077278 283 1
1332208198.417406 1332208199.077778 284 1
1332208198.417853 1332208199.078229 285 1
1332208198.418300 1332208199.078823 286 1
1332208198.418747 1332208199.079127 287 1
1332208198.419193 1332208199.079542 288 1
1332208198.419640 1332208199.079564 289 1
1332208198.420086 1332208199.080281 290 1
1332208198.420532 1332208199.080580 291 1
1332208198.420979 1332208199.081165 292 1
1332208198.421425 1332208199.081770 293 1
1332208198.421871 1332208199.082260 294 1
1332208198.422318 1332208199.082427 295 1
1332208198.422764 1332208199.082926 296 1
1332208198.423211 1332208199.083394 297 1
1332208198.423657 1332208199.083903 298 1
1332208198.424103 1332208199.084341 299 1
1332208198.424549 1332208199.084848 300 1
1332208198.424996 1332208199.085281 301 1
1332208198.425443 1332208199.085396 302 1
1332208198.425890 1332208199.085962 303 1
1332208198.426337 1332208199.086409 304 1
1332208198.426783 1332208199.087034 305 1
1332208198.427229 1332208199.087542 306 1
1332208198.427676 1332208199.087677 307 1
1332208198.428122 1332208199.088358 308 1
1332208198.428569 1332208199.088866 309 1
1332208198.429015 1332208199.089025 310 1
1332208198.429461 1332208199.089750 311 1
1332208198.429907 1332208199.089928 312 1
1332208198.430353 1332208199.090468 313 1
1332208198.430799 1332208199.090950 314 1
1332208198.431245 1332208199.091038 315 1
1332208198.431691 1332208199.091578 316 1
1332208198.432137 1332208199.092141 317 1
1332208198.432583 1332208199.092461 318 1
1332208198.433030 1332208199.092990 319 1
1332208198.433476 1332208199.093459 320 1
1332208198.433923 1332208199.093955 321 1
1332208198.434370 1332208199.094093 322 1
1332208198.434816 1332208199.094564 323 1
1332208198.435262 1332208199.095323 324 1
1332208198.435708 1332208199.095880 325 1
1332208198.436155 1332208199.096709 326 1
1332208198.436602 1332208199.097224 327 1
1332208198.437048 1332208199.097360 328 1
1332208198.437494 1332208199.098215 329 1
1332208198.437940 1332208199.098274 330 1
1332208198.438386 1332208199.098954 331 1
1332208198.438832 1332208199.099709 332 1
1332208198.439278 1332208199.100169 333 1
1332208198.439725 1332208199.100241 334 1
1332208198.440172 1332208199.100725 335 1
1332208198.440618 1332208199.100872 336 1
1332208198.441064 1332208199.101440 337 1
1332208198.441511 1332208199.101955 338 1
1332208198.441958 1332208199.102101 339 1
1332208198.442404 1332208199.103010 340 1
1332208198.442850 1332208199.103497 341 1
1332208198.443297 1332208199.103506 342 1
1332208198.443743 1332208199.104203 343 1
1332208198.444190 1332208199.104655 344 1
1332208198.444637 1332208199.105157 345 1
1332208198.445083 1332208199.105195 346 1
1332208198.445529 1332208199.106416 347 1
1332208198.445975 1332208199.106603 348 1
1332208198.446422 1332208199.107150 349 1
1332208198.446868 1332208199.107185 350 1
1332208198.447314 1332208199.107778 351 1
1332208198.447760 1332208199.108204 352 1
1332208198.448206 1332208199.108396 353 1
1332208198.448652 1332208199.108796 354 1
1332208198.449099 1332208199.109304 355 1
1332208198.449545 1332208199.109727 356 1
1332208198.449992 1332208199.110268 357 1
1332208198.450438 1332208199.110830 358 1
1332208198.450885 1332208199.110916 359 1
1332208198.451332 1332208199.112017 360 1
1332208198.451778 1332208199.112318 361 1
1332208198.452225 1332208199.112889 362 1
1332208198.452672 1332208199.113028 363 1
1332208198.453118 1332208199.113621 364 1
1332208198.453564 1332208199.113757 365 1
1332208198.454010 1332208199.114361 366 1
1332208198.454457 1332208199.114399 367 1
1332208198.454904 1332208199.114930 368 1
1332208198.455351 1332208199.115389 369 1
1332208198.455797 1332208199.115786 370 1
1332208198.456243 1332208199.116336 371 1
1332208198.456689 1332208199.116848 372 1
1332208198.457135 1332208199.117411 373 1
1332208198.457581 1332208199.117756 374 1
1332208198.458027 1332208199.118224 375 1
1332208198.458473 1332208199.118691 376 1
1332208198.458919 1332208199.119185 377 1
1332208198.459366 1332208199.120096 378 1
1332208198.459812 1332208199.120454 379 1
1332208198.460258 1332208199.120972 380 1
1332208198.460704 1332208199.121509 381 1
1332208198.461151 1332208199.121948 382 1
1332208198.461598 1332208199.122363 383 1
1332208198.462044 1332208199.122685 384 1
1332208198.462491 1332208199.129097 385 1
1332208198.462937 1332208199.132344 386 1
1332208198.463384 1332208199.132459 387 1
1332208198.463830 1332208199.132790 388 1
1332208198.464276 1332208199.132801 389 1
1332208198.464722 1332208199.133049 390 1
1332208198.465168 1332208199.133240 391 1
1332208198.465614 1332208199.133345 392 1
1332208198.466060 1332208199.133577 393 1
1332208198.466506 1332208199.134150 394 1
1332208198.466952 1332208199.134493 395 1
1332208198.467398 1332208199.134543 396 1
1332208198.467844 1332208199.134695 397 1
1332208198.468291 1332208199.134888 398 1
1332208198.468738 1332208199.135018 399 1
1332208198.469184 1332208199.135213 400 1
1332208198.469630 1332208199.135402 401 1
1332208198.470077 1332208199.135884 402 1
1332208198.470524 1332208199.136067 403 1
1332208198.470970 1332208199.136262 404 1
1332208198.471416 1332208199.136399 405 1
1332208198.471863 1332208199.136654 406 1
1332208198.472309 1332208199.136807 407 1
1332208198.472756 1332208199.136963 408 1
1332208198.473202 1332208199.137166 409 1
1332208198.473649 1332208199.137713 410 1
1332208198.474095 1332208199.137880 411 1
1332208198.474541 1332208199.138076 412 1
1332208198.474988 1332208199.138261 413 1
1332208198.475434 1332208199.138431 414 1
1332208198.475880 1332208199.138625 415 1
1332208198.476327 1332208199.138734 416 1
1332208198.476774 1332208199.138987 417 1
1332208198.477220 1332208199.139552 418 1
1332208198.477667 1332208199.139753 419 1
1332208198.478113 1332208199.139892 420 1
1332208198.478560 1332208199.140203 421 1
1332208198.479006 1332208199.140267 422 1
1332208198.479452 1332208199.140501 423 1
1332208198.479898 1332208199.141015 424 1
1332208198.480344 1332208199.141149 425 1
1332208198.480790 1332208199.141370 426 1
1332208198.481237 1332208199.141860 427 1
1332208198.481683 1332208199.142016 428 1
1332208198.482130 1332208199.142505 429 1
1332208198.482576 1332208199.142622 430 1
1332208198.483023 1332208199.143177 431 1
1332208198.483470 1332208199.143730 432 1
1332208198.483917 1332208199.143902 433 1
1332208198.484364 1332208199.144356 434 1
1332208198.484810 1332208199.145140 435 1
1332208198.485256 1332208199.145371 436 1
1332208198.485703 1332208199.145877 437 1
1332208198.486149 1332208199.146375 438 1
1332208198.486595 1332208199.146479 439 1
1332208198.487042 1332208199.147083 440 1
1332208198.487488 1332208199.147539 441 1
1332208198.487934 1332208199.147989 442 1
1332208198.488380 1332208199.148448 443 1
1332208198.488827 1332208199.149056 444 1
1332208198.489274 1332208199.149104 445 1
1332208198.489721 1332208199.149693 446 1
1332208198.490167 1332208199.150152 447 1
1332208198.490613 1332208199.150641 448 1
1332208198.491059 1332208199.151176 449 1
1332208198.491505 1332208199.151299 450 1
1332208198.491951 1332208199.151972 451 1
1332208198.492397 1332208199.152490 452 1
1332208198.492843 1332208199.153017 453 1
1332208198.493290 1332208199.153080 454 1
1332208198.493737 1332208199.153614 455 1
1332208198.494183 1332208199.154071 456 1
1332208198.494629 1332208199.154628 457 1
1332208198.495075 1332208199.155342 458 1
1332208198.495521 1332208199.155539 459 1
1332208198.495967 1332208199.156086 460 1
1332208198.496413 1332208199.156282 461 1
1332208198.496859 1332208199.156979 462 1
1332208198.497306 1332208199.157457 463 1
1332208198.497752 1332208199.157570 464 1
1332208198.498198 1332208199.158071 465 1
1332208198.498645 1332208199.158635 466 1
1332208198.499092 1332208199.159014 467 1
1332208198.499539 1332208199.159539 468 1
1332208198.499985 1332208199.159693 469 1
1332208198.500431 1332208199.160192 470 1
1332208198.500878 1332208199.160689 471 1
1332208198.501324 1332208199.160913 472 1
1332208198.501770 1332208199.161498 473 1
1332208198.502217 1332208199.162026 474 1
1332208198.502663 1332208199.162449 475 1
1332208198.503109 1332208199.162985 476 1
1332208198.503555 1332208199.163405 477 1
1332208198.504001 1332208199.163891 478 1
1332208198.504447 1332208199.164342 479 1
1332208198.504893 1332208199.166139 480 1
1332208198.505339 1332208199.166244 481 1
1332208198.505785 1332208199.166831 482 1
1332208198.506232 1332208199.167394 483 1
1332208198.506678 1332208199.167668 484 1
1332208198.507125 1332208199.168267 485 1
1332208198.507572 1332208199.168765 486 1
1332208198.508019 1332208199.169193 487 1
1332208198.508465 1332208199.169737 488 1
1332208198.508912 1332208199.171157 489 1
1332208198.509358 1332208199.171173 490 1
1332208198.509805 1332208199.171572 491 1
1332208198.510252 1332208199.171598 492 1
1332208198.510698 1332208199.174031 493 1
1332208198.511145 1332208199.174104 494 1
1332208198.511591 1332208199.174397 495 1
1332208198.512037 1332208199.174867 496 1
1332208198.512484 1332208199.174997 497 1
1332208198.512930 1332208199.175231 498 1
1332208198.513376 1332208199.175789 499 1
1332208198.513822 1332208199.175909 500 1
1332208198.514268 1332208199.176459 501 1
1332208198.514714 1332208199.176611 502 1
1332208198.515161 1332208199.177151 503 1
1332208198.515607 1332208199.177668 504 1
1332208198.516053 1332208199.177828 505 1
1332208198.516499 1332208199.178346 506 1
1332208198.516946 1332208199.179124 507 1
1332208198.517392 1332208199.179653 508 1
1332208198.517839 1332208199.179716 509 1
1332208198.518285 1332208199.180299 510 1
1332208198.518731 1332208199.180403 511 1
1332208198.519178 1332208199.180976 512 1
1332208198.519624 1332208199.181622 513 1
1332208198.520070 1332208199.182100 514 1
1332208198.520516 1332208199.182564 515 1
1332208198.520962 1332208199.182668 516 1
1332208198.521408 1332208199.183249 517 1
1332208198.521855 1332208199.183802 518 1
1332208198.522301 1332208199.183906 519 1
1332208198.522747 1332208199.184433 520 1
1332208198.523193 1332208199.184956 521 1
1332208198.523639 1332208199.186175 522 1
1332208198.524085 1332208199.186395 523 1
1332208198.524531 1332208199.186473 524 1
1332208198.524977 1332208199.187128 525 1
1332208198.525423 1332208199.187303 526 1
1332208198.525869 1332208199.187851 527 1
1332208198.526316 1332208199.187955 528 1
1332208198.526762 1332208199.188540 529 1
1332208198.527209 1332208199.188645 530 1
1332208198.527655 1332208199.189658 531 1
1332208198.528102 1332208199.189936 532 1
1332208198.528549 1332208199.190311 533 1
1332208198.528995 1332208199.190555 534 1
1332208198.529441 1332208199.195299 535 1
1332208198.529888 1332208199.195739 536 1
1332208198.530335 1332208199.195749 537 1
1332208198.530781 1332208199.196167 538 1
1332208198.531227 1332208199.196177 539 1
1332208198.531673 1332208199.196408 540 1
1332208198.532119 1332208199.196581 541 1
1332208198.532565 1332208199.196723 542 1
1332208198.533012 1332208199.196889 543 1
1332208198.533459 1332208199.197372 544 1
1332208198.533906 1332208199.197553 545 1
1332208198.534353 1332208199.197738 546 1
1332208198.534799 1332208199.197922 547 1
1332208198.535245 1332208199.198100 548 1
1332208198.535692 1332208199.198627 549 1
1332208198.536138 1332208199.198820 550 1
1332208198.536584 1332208199.198970 551 1
1332208198.537030 1332208199.199442 552 1
1332208198.537477 1332208199.199622 553 1
1332208198.537923 1332208199.200183 554 1
1332208198.538370 1332208199.200798 555 1
1332208198.538817 1332208199.200932 556 1
1332208198.539264 1332208199.201449 557 1
1332208198.539711 1332208199.201908 558 1
1332208198.540158 1332208199.202544 559 1
1332208198.540604 1332208199.203062 560 1
1332208198.541050 1332208199.203085 561 1
1332208198.541497 1332208199.203835 562 1
1332208198.541944 1332208199.204311 563 1
1332208198.542391 1332208199.204350 564 1
1332208198.542837 1332208199.204999 565 1
1332208198.543284 1332208199.205463 566 1
1332208198.543730 1332208199.206020 567 1
1332208198.544176 1332208199.206134 568 1
1332208198.544623 1332208199.206765 569 1
1332208198.545069 1332208199.207221 570 1
1332208198.545516 1332208199.207738 571 1
1332208198.545962 1332208199.208106 572 1
1332208198.546409 1332208199.208284 573 1
1332208198.546856 1332208199.209297 574 1
1332208198.547302 1332208199.209422 575 1
1332208198.547748 1332208199.210110 576 1
1332208198.548195 1332208199.210300 577 1
1332208198.548641 1332208199.211165 578 1
1332208198.549087 1332208199.211716 579 1
1332208198.549533 1332208199.211885 580 1
1332208198.549980 1332208199.212359 581 1
1332208198.550426 1332208199.212381 582 1
1332208198.550872 1332208199.213086 583 1
1332208198.551319 1332208199.213767 584 1
1332208198.551766 1332208199.213922 585 1
1332208198.552212 1332208199.214304 586 1
1332208198.552658 1332208199.214457 587 1
1332208198.553104 1332208199.214986 588 1
1332208198.553551 1332208199.215529 589 1
1332208198.553998 1332208199.215693 590 1
1332208198.554445 1332208199.217124 591 1
1332208198.554892 1332208199.217526 592 1
1332208198.555338 1332208199.217782 593 1
1332208198.555784 1332208199.217852 594 1
1332208198.556231 1332208199.218806 595 1
1332208198.556677 1332208199.218829 596 1
1332208198.557123 1332208199.219107 597 1
1332208198.557571 1332208199.219553 598 1
1332208198.558017 1332208199.220023 599 1
1332208198.558463 1332208199.220384 600 1
1332208198.558909 1332208199.220835 601 1
1332208198.559355 1332208199.221315 602 1
1332208198.559802 1332208199.221457 603 1
1332208198.560248 1332208199.222043 604 1
1332208198.560694 1332208199.222576 605 1
1332208198.561140 1332208199.223063 606 1
1332208198.561586 1332208199.223170 607 1
1332208198.562033 1332208199.224211 608 1
1332208198.562479 1332208199.224680 609 1
